NCBI gene (formerly Entrezgene) ID,Gene name,Gene description,Gene stable ID
484286,ZNF787,zinc finger protein 787 [Source:UniProtKB Gene Name;Acc:A0A8I3MAI4],ENSCAFG00845000329
610392,PTCD2,pentatricopeptide repeat domain 2 [Source:UniProtKB Gene Name;Acc:A0A8I3MAV7],ENSCAFG00845000330
476496,FAAP24,FA core complex associated protein 24 [Source:UniProtKB Gene Name;Acc:A0A8I3MK81],ENSCAFG00845000331
,,,ENSCAFG00845000332
,,,ENSCAFG00845000333
,,,ENSCAFG00845000334
119876114,,,ENSCAFG00845000335
,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845000336
,,,ENSCAFG00845000337
478007,SEC61A2,SEC61 translocon subunit alpha 2 [Source:UniProtKB Gene Name;Acc:A0A8C0Q0V9],ENSCAFG00845000338
403754,FER,FER tyrosine kinase [Source:NCBI gene (formerly Entrezgene);Acc:403754],ENSCAFG00845000339
119870942,LIN7B,"lin-7 homolog B, crumbs cell polarity complex component [Source:UniProtKB Gene Name;Acc:A0A8C0NBK4]",ENSCAFG00845000340
609269,TICRR,TOPBP1 interacting checkpoint and replication regulator [Source:UniProtKB Gene Name;Acc:A0A8C0MAH8],ENSCAFG00845000341
,,,ENSCAFG00845000342
119869894,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845000343
489003,ADO,2-aminoethanethiol dioxygenase [Source:UniProtKB Gene Name;Acc:A0A8C0PS52],ENSCAFG00845000344
119870617,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845000345
,,,ENSCAFG00845000346
,,,ENSCAFG00845000347
488812,UVSSA,UV stimulated scaffold protein A [Source:UniProtKB Gene Name;Acc:A0A8I3MKA5],ENSCAFG00845000348
,,,ENSCAFG00845000349
119871739,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845000350
,,,ENSCAFG00845000351
,,,ENSCAFG00845000352
476160,MBP,myelin basic protein [Source:UniProtKB Gene Name;Acc:A0A8I3MKC1],ENSCAFG00845000353
476373,NLRP5,NLR family pyrin domain containing 5 [Source:UniProtKB Gene Name;Acc:A0A8C0QA84],ENSCAFG00845000354
,,,ENSCAFG00845000355
,,,ENSCAFG00845000356
479336,FST,follistatin [Source:UniProtKB Gene Name;Acc:A0A8C0QKI2],ENSCAFG00845000357
487381,C1QB,complement C1q B chain [Source:UniProtKB Gene Name;Acc:A0A8I3MAL2],ENSCAFG00845000358
,U3,Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012],ENSCAFG00845000359
,,,ENSCAFG00845000360
,,,ENSCAFG00845000361
,,,ENSCAFG00845000362
,,,ENSCAFG00845000363
,,,ENSCAFG00845000364
,,,ENSCAFG00845000365
,,,ENSCAFG00845000366
476475,TBCB,tubulin folding cofactor B [Source:UniProtKB Gene Name;Acc:A0A8C0T3Z6],ENSCAFG00845000367
,,,ENSCAFG00845000368
100684456,,,ENSCAFG00845000369
479219,EGR2,early growth response 2 [Source:UniProtKB Gene Name;Acc:A0A8C0MVC3],ENSCAFG00845000370
476497,CEP89,centrosomal protein 89 [Source:UniProtKB Gene Name;Acc:A0A8I3RQS3],ENSCAFG00845000371
119870943,SNRNP70,small nuclear ribonucleoprotein U1 subunit 70 [Source:UniProtKB Gene Name;Acc:A0A8C0NIR1],ENSCAFG00845000372
,,,ENSCAFG00845000373
,,,ENSCAFG00845000374
403724,CASP4,"caspase 4, apoptosis-related cysteine peptidase [Source:NCBI gene (formerly Entrezgene);Acc:403724]",ENSCAFG00845000375
119871736,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845000376
,EIF3L,eukaryotic translation initiation factor 3 subunit L [Source:UniProtKB Gene Name;Acc:A0A8I3MAM2],ENSCAFG00845000377
487382,C1QC,complement C1q C chain [Source:UniProtKB Gene Name;Acc:A0A8I3MBH0],ENSCAFG00845000378
487432,CASP9,caspase 9 [Source:NCBI gene (formerly Entrezgene);Acc:487432],ENSCAFG00845000379
119871019,NLRP8,NLR family pyrin domain containing 8 [Source:UniProtKB Gene Name;Acc:A0A8I3MHM8],ENSCAFG00845000380
,,,ENSCAFG00845000381
613008,LCORL,ligand dependent nuclear receptor corepressor like [Source:UniProtKB Gene Name;Acc:A0A8I3MAX6],ENSCAFG00845000382
487242,ZNF366,zinc finger protein 366 [Source:UniProtKB Gene Name;Acc:A0A8I3MAM8],ENSCAFG00845000383
403752,TJP1,tight junction protein 1 [Source:VGNC Symbol;Acc:VGNC:47386],ENSCAFG00845000384
,,,ENSCAFG00845000385
119872099,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845000386
,,,ENSCAFG00845000387
,,,ENSCAFG00845000388
479301,MAT2B,methionine adenosyltransferase 2 non-catalytic beta subunit [Source:UniProtKB Gene Name;Acc:A0A8I3MF25],ENSCAFG00845000389
479337,MOCS2,molybdenum cofactor synthesis 2 [Source:UniProtKB Gene Name;Acc:A0A8I3MCI4],ENSCAFG00845000390
489400,USP28,ubiquitin specific peptidase 28 [Source:UniProtKB Gene Name;Acc:A0A8P0PLX3],ENSCAFG00845000391
100855658,LZIC,leucine zipper and CTNNBIP1 domain containing [Source:UniProtKB Gene Name;Acc:A0A8I3MKE3],ENSCAFG00845000392
100688904,UGT3A2,"UDP glycosyltransferase 3 family, polypeptide A2 [Source:NCBI gene (formerly Entrezgene);Acc:100855676]",ENSCAFG00845000393
100855676,UGT3A2,"UDP glycosyltransferase 3 family, polypeptide A2 [Source:NCBI gene (formerly Entrezgene);Acc:100855676]",ENSCAFG00845000393
106557502,UGT3A2,"UDP glycosyltransferase 3 family, polypeptide A2 [Source:NCBI gene (formerly Entrezgene);Acc:100855676]",ENSCAFG00845000393
488734,KIF7,kinesin family member 7 [Source:UniProtKB Gene Name;Acc:A0A8I3RQS5],ENSCAFG00845000394
476476,POLR2I,RNA polymerase II subunit I [Source:UniProtKB Gene Name;Acc:A0A8C0T1X8],ENSCAFG00845000395
,,,ENSCAFG00845000396
,,,ENSCAFG00845000397
478022,LARP4B,La ribonucleoprotein 4B [Source:UniProtKB Gene Name;Acc:A0A8C0Q263],ENSCAFG00845000398
119870944,KCNA7,potassium voltage-gated channel subfamily A member 7 [Source:VGNC Symbol;Acc:VGNC:110513],ENSCAFG00845000399
478194,C1QA,complement C1q A chain [Source:UniProtKB Gene Name;Acc:A0A8C0M2W5],ENSCAFG00845000400
478008,DHTKD1,dehydrogenase E1 and transketolase domain containing 1 [Source:UniProtKB Gene Name;Acc:A0A8I3RQS7],ENSCAFG00845000401
119872425,U2,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],ENSCAFG00845000402
119870888,NLRP13,NLR family pyrin domain containing 13 [Source:HGNC Symbol;Acc:HGNC:22937],ENSCAFG00845000403
479220,NRBF2,nuclear receptor binding factor 2 [Source:UniProtKB Gene Name;Acc:A0A8C0PW81],ENSCAFG00845000404
,,,ENSCAFG00845000405
111092555,H2BL1,,ENSCAFG00845000406
610745,MAEA,"macrophage erythroblast attacher, E3 ubiquitin ligase [Source:UniProtKB Gene Name;Acc:A0A8C0YSG6]",ENSCAFG00845000407
476287,RSPO3,R-spondin 3 [Source:UniProtKB Gene Name;Acc:A0A8C0PQ92],ENSCAFG00845000408
,,,ENSCAFG00845000409
611987,NTF4,neurotrophin 4 [Source:NCBI gene (formerly Entrezgene);Acc:611987],ENSCAFG00845000410
484045,TIAM2,TIAM Rac1 associated GEF 2 [Source:UniProtKB Gene Name;Acc:A0A8C0RF16],ENSCAFG00845000411
610604,ABCG4,ATP binding cassette subfamily G member 4 [Source:UniProtKB Gene Name;Acc:A0A8I3MBV1],ENSCAFG00845000412
489109,SFXN1,sideroflexin 1 [Source:UniProtKB Gene Name;Acc:A0A8I3MB77],ENSCAFG00845000413
476326,TRPM3,transient receptor potential cation channel subfamily M member 3 [Source:UniProtKB Gene Name;Acc:A0A8I3MGB4],ENSCAFG00845000414
489491,SLC25A35,solute carrier family 25 member 35 [Source:UniProtKB Gene Name;Acc:A0A8I3MHQ7],ENSCAFG00845000415
102153991,OVOL3,ovo like zinc finger 3 [Source:UniProtKB Gene Name;Acc:A0A8C0MXY0],ENSCAFG00845000416
100856724,NMNAT1,nicotinamide nucleotide adenylyltransferase 1 [Source:UniProtKB Gene Name;Acc:A0A8I3RQT1],ENSCAFG00845000417
119870633,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845000418
610092,CCBE1,collagen and calcium binding EGF domains 1 [Source:UniProtKB Gene Name;Acc:A0A8I3MHR6],ENSCAFG00845000419
119870945,,,ENSCAFG00845000420
476375,NLRP9,NLR family pyrin domain containing 9 [Source:UniProtKB Gene Name;Acc:A0A8C0QPJ9],ENSCAFG00845000421
119870868,,,ENSCAFG00845000422
478093,TNPO1,transportin 1 [Source:UniProtKB Gene Name;Acc:A0A8C0Q764],ENSCAFG00845000423
100855831,ZKSCAN2,zinc finger with KRAB and SCAN domains 2 [Source:UniProtKB Gene Name;Acc:A0A8C0RRI8],ENSCAFG00845000424
479602,RBP7,retinol binding protein 7 [Source:UniProtKB Gene Name;Acc:A0A8I3MBW9],ENSCAFG00845000425
487130,UPF2,UPF2 regulator of nonsense mediated mRNA decay [Source:UniProtKB Gene Name;Acc:A0A8C0Q1M5],ENSCAFG00845000426
100856637,PLIN1,perilipin 1 [Source:UniProtKB Gene Name;Acc:A0A8P0SGU4],ENSCAFG00845000427
484601,SLC7A9,solute carrier family 7 member 9 [Source:NCBI gene (formerly Entrezgene);Acc:484601],ENSCAFG00845000428
610591,DIP2C,disco interacting  C [Source:UniProtKB Gene Name;Acc:A0A8I3RP48],ENSCAFG00845000429
484565,WDR62,WD repeat domain 62 [Source:UniProtKB Gene Name;Acc:A0A8C0Z220],ENSCAFG00845000430
,,,ENSCAFG00845000431
489208,ITGA2,integrin subunit alpha 2 [Source:UniProtKB Gene Name;Acc:A0A8I3MD05],ENSCAFG00845000432
,,,ENSCAFG00845000433
479494,RANGRF,RAN guanine nucleotide release factor [Source:UniProtKB Gene Name;Acc:A0A8C0SF95],ENSCAFG00845000434
484289,RFPL4A,ret finger protein like 4A [Source:UniProtKB Gene Name;Acc:A0A8I3MCR2],ENSCAFG00845000435
484471,LYPD3,LY6/PLAUR domain containing 3 [Source:UniProtKB Gene Name;Acc:A0A8C0YYI9],ENSCAFG00845000436
610612,HINFP,histone H4 transcription factor [Source:UniProtKB Gene Name;Acc:A0A8I3MHT9],ENSCAFG00845000437
,,,ENSCAFG00845000438
476418,RUVBL2,RuvB like AAA ATPase 2 [Source:UniProtKB Gene Name;Acc:A0A8C0Q285],ENSCAFG00845000439
607757,PROSER2,proline and serine rich 2 [Source:UniProtKB Gene Name;Acc:A0A8I3MAP9],ENSCAFG00845000440
,,,ENSCAFG00845000441
489110,DRD1,dopamine receptor D1 [Source:UniProtKB Gene Name;Acc:A0A8P0TS58],ENSCAFG00845000442
476186,LMAN1,"lectin, mannose binding 1 [Source:UniProtKB Gene Name;Acc:A0A8C0MS49]",ENSCAFG00845000443
478220,,,ENSCAFG00845000444
479132,NCAPG,non-SMC condensin I complex subunit G [Source:UniProtKB Gene Name;Acc:A0A8C0RWW9],ENSCAFG00845000445
119869964,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845000446
,,,ENSCAFG00845000447
483929,ZNF236,zinc finger protein 236 [Source:UniProtKB Gene Name;Acc:A0A8I3MVW6],ENSCAFG00845000448
479080,FAM184B,family with sequence similarity 184 member B [Source:UniProtKB Gene Name;Acc:A0A8I3MHV5],ENSCAFG00845000449
403663,MSX2,msh homeobox 2 [Source:NCBI gene (formerly Entrezgene);Acc:403663],ENSCAFG00845000450
608036,AQP8,aquaporin 8 [Source:UniProtKB Gene Name;Acc:A0A8C0PAZ6],ENSCAFG00845000451
,,,ENSCAFG00845000452
445456,CES1,carboxylesterase 5A [Source:NCBI gene (formerly Entrezgene);Acc:445456],ENSCAFG00845000453
403643,CES1,carboxylesterase 5A [Source:NCBI gene (formerly Entrezgene);Acc:445456],ENSCAFG00845000453
100856425,PEX11A,peroxisomal biosis factor 11 alpha [Source:UniProtKB Gene Name;Acc:A0A8I3RP53],ENSCAFG00845000454
,,,ENSCAFG00845000455
610622,C2CD2L,C2CD2 like [Source:UniProtKB Gene Name;Acc:A0A8C0TD26],ENSCAFG00845000456
608964,EPN1,epsin 1 [Source:UniProtKB Gene Name;Acc:A0A8P0N5J8],ENSCAFG00845000457
476288,RNF146,ring finger protein 146 [Source:UniProtKB Gene Name;Acc:A0A8I3MAR9],ENSCAFG00845000458
487131,ECHDC3,enoyl-CoA hydratase domain containing 3 [Source:UniProtKB Gene Name;Acc:A0A8C0Q236],ENSCAFG00845000459
612423,TEX101,testis expressed 101 [Source:UniProtKB Gene Name;Acc:A0A8I3MC73],ENSCAFG00845000460
611838,HMMR,hyaluronan mediated motility receptor [Source:UniProtKB Gene Name;Acc:A0A8C0PVE5],ENSCAFG00845000461
100855768,HMMR,hyaluronan mediated motility receptor [Source:UniProtKB Gene Name;Acc:A0A8C0PVE5],ENSCAFG00845000461
,,,ENSCAFG00845000462
611993,GYS1,glycogen synthase 1 [Source:UniProtKB Gene Name;Acc:A0A8C0RK81],ENSCAFG00845000463
608166,FBXL17,F-box and leucine rich repeat protein 17 [Source:UniProtKB Gene Name;Acc:A0A8C0N346],ENSCAFG00845000464
,,,ENSCAFG00845000465
119863916,ZNF132,zinc finger protein 132 [Source:UniProtKB Gene Name;Acc:A0A8C0Q9Z9],ENSCAFG00845000466
612882,NSG2,neuronal vesicle trafficking associated 2 [Source:UniProtKB Gene Name;Acc:A0A8C0Z1S9],ENSCAFG00845000467
,,,ENSCAFG00845000468
100688093,THAP8,THAP domain containing 8 [Source:UniProtKB Gene Name;Acc:A0A8I3MVR2],ENSCAFG00845000469
,,,ENSCAFG00845000470
612696,TDRD12,tudor domain containing 12 [Source:UniProtKB Gene Name;Acc:A0A8C0Q7J8],ENSCAFG00845000471
,,,ENSCAFG00845000472
489492,ARHGEF15,Rho guanine nucleotide exchange factor 15 [Source:UniProtKB Gene Name;Acc:A0A8I3MHZ9],ENSCAFG00845000473
612424,CD177,CD177 molecule [Source:UniProtKB Gene Name;Acc:A0A8I3MHY1],ENSCAFG00845000474
488970,DISC1,DISC1 scaffold protein [Source:UniProtKB Gene Name;Acc:A0A8I3MD42],ENSCAFG00845000475
119872049,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845000476
,,,ENSCAFG00845000477
476253,TFB1M,"transcription factor B1, mitochondrial [Source:UniProtKB Gene Name;Acc:A0A8I3MBK7]",ENSCAFG00845000478
489371,DPAGT1,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1 [Source:UniProtKB Gene Name;Acc:A0A8C0M3C1],ENSCAFG00845000479
100687048,U2AF2,U2 small nuclear RNA auxiliary factor 2 [Source:UniProtKB Gene Name;Acc:A0A8C0LZ00],ENSCAFG00845000480
477042,FTL,ferritin light chain [Source:NCBI gene (formerly Entrezgene);Acc:477042],ENSCAFG00845000481
102155200,FTL,ferritin light chain [Source:NCBI gene (formerly Entrezgene);Acc:477042],ENSCAFG00845000481
479458,CASP12,caspase 12 [Source:NCBI gene (formerly Entrezgene);Acc:479458],ENSCAFG00845000482
489401,CLDN25,claudin 25 [Source:UniProtKB Gene Name;Acc:A0A8P0NM52],ENSCAFG00845000483
,LSM8,"LSM8 homolog, U6 small nuclear RNA associated [Source:UniProtKB Gene Name;Acc:A0A8C0YWB3]",ENSCAFG00845000484
608935,CLDN20,claudin 20 [Source:UniProtKB Gene Name;Acc:A0A8C0MMR7],ENSCAFG00845000485
100687687,,,ENSCAFG00845000486
102155173,C5orf47,chromosome 5 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:27026],ENSCAFG00845000487
484566,CLIP3,CAP-Gly domain containing linker protein 3 [Source:UniProtKB Gene Name;Acc:A0A8I3MAX2],ENSCAFG00845000488
608360,LCMT1,leucine carboxyl methyltransferase 1 [Source:UniProtKB Gene Name;Acc:A0A8I3MBM2],ENSCAFG00845000489
100856652,WDR93,WD repeat domain 93 [Source:UniProtKB Gene Name;Acc:A0A8C0PUX6],ENSCAFG00845000490
609850,ECHDC1,ethylmalonyl-CoA decarboxylase 1 [Source:UniProtKB Gene Name;Acc:A0A8C0MM27],ENSCAFG00845000491
488813,MED28,mediator complex subunit 28 [Source:UniProtKB Gene Name;Acc:A0A8I3MD56],ENSCAFG00845000492
,,,ENSCAFG00845000493
,,,ENSCAFG00845000494
119881459,RAC1,Rac family small GTPase 1 [Source:UniProtKB Gene Name;Acc:P62999],ENSCAFG00845000495
,,,ENSCAFG00845000496
489372,H2AX,H2A.X variant histone [Source:UniProtKB Gene Name;Acc:A0A8C0TAR3],ENSCAFG00845000497
479302,NUDCD2,NudC domain containing 2 [Source:UniProtKB Gene Name;Acc:A0A8C0PUQ0],ENSCAFG00845000498
612582,IL7R,interleukin 7 receptor [Source:UniProtKB Gene Name;Acc:A0A8I3RP69],ENSCAFG00845000499
403523,BAX,"BCL2 associated X, apoptosis regulator [Source:NCBI gene (formerly Entrezgene);Acc:403523]",ENSCAFG00845000500
,,,ENSCAFG00845000501
,,,ENSCAFG00845000502
476376,CCDC106,coiled-coil domain containing 106 [Source:UniProtKB Gene Name;Acc:A0A8C0RA74],ENSCAFG00845000503
,,,ENSCAFG00845000504
479203,TSNAX,translin associated factor X [Source:UniProtKB Gene Name;Acc:A0A8P0PJ50],ENSCAFG00845000505
484046,NOX3,NADPH oxidase 3 [Source:NCBI gene (formerly Entrezgene);Acc:484046],ENSCAFG00845000506
479433,ZW10,zw10 kinetochore protein [Source:UniProtKB Gene Name;Acc:A0A8I3RP75],ENSCAFG00845000507
479221,JMJD1C,jumonji domain containing 1C [Source:UniProtKB Gene Name;Acc:A0A8C0PSY8],ENSCAFG00845000508
487383,EPHA8,EPH receptor A8 [Source:UniProtKB Gene Name;Acc:A0A8I3MBY0],ENSCAFG00845000509
479081,LAP3,leucine aminopeptidase 3 [Source:UniProtKB Gene Name;Acc:A0A8C0M6L4],ENSCAFG00845000510
,CPEB4,cytoplasmic polyadenylation element binding protein 4 [Source:UniProtKB Gene Name;Acc:A0A8I3MI16],ENSCAFG00845000511
608458,EFNA5,ephrin A5 [Source:UniProtKB Gene Name;Acc:A0A8C0SCQ5],ENSCAFG00845000512
612622,ALKBH6,alkB homolog 6 [Source:UniProtKB Gene Name;Acc:A0A8P0SBY4],ENSCAFG00845000513
488971,EGLN1,egl-9 family hypoxia inducible factor 1 [Source:UniProtKB Gene Name;Acc:A0A8I3MD77],ENSCAFG00845000514
,,,ENSCAFG00845000515
100683930,NUDT19,nudix hydrolase 19 [Source:UniProtKB Gene Name;Acc:A0A8C0PZ37],ENSCAFG00845000516
478023,ZMYND11,zinc finger MYND-type containing 11 [Source:UniProtKB Gene Name;Acc:A0A8I3RP89],ENSCAFG00845000517
487132,USP6NL,USP6 N-terminal like [Source:UniProtKB Gene Name;Acc:A0A8C0Q2F5],ENSCAFG00845000518
608245,MOGAT3,monoacylglycerol O-acyltransferase 3 [Source:UniProtKB Gene Name;Acc:A0A8I3MCK0],ENSCAFG00845000519
119871660,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845000520
489210,ITGA1,integrin subunit alpha 1 [Source:UniProtKB Gene Name;Acc:A0A8I3MCY9],ENSCAFG00845000521
479338,ITGA1,integrin subunit alpha 1 [Source:UniProtKB Gene Name;Acc:A0A8I3MCY9],ENSCAFG00845000521
479495,ARHGEF15,outer dense fiber of sperm tails 4 [Source:UniProtKB Gene Name;Acc:A0A8I3MVY4],ENSCAFG00845000522
478094,FCHO2,FCH and mu domain containing endocytic adaptor 2 [Source:UniProtKB Gene Name;Acc:A0A8P0PHN9],ENSCAFG00845000523
119871699,,,ENSCAFG00845000524
119869961,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845000525
403786,DHDH,dihydrodiol dehydrogenase [Source:NCBI gene (formerly Entrezgene);Acc:403786],ENSCAFG00845000526
,,,ENSCAFG00845000527
104795008,MIR8875,microRNA mir-8875 [Source:NCBI gene (formerly Entrezgene);Acc:104795008],ENSCAFG00845000528
612922,CPLX4,complexin 4 [Source:UniProtKB Gene Name;Acc:A0A8C0Q1X4],ENSCAFG00845000529
,,,ENSCAFG00845000530
479303,CCNG1,cyclin G1 [Source:UniProtKB Gene Name;Acc:A0A8C0NI67],ENSCAFG00845000531
100856667,MESP1,mesoderm posterior bHLH transcription factor 1 [Source:UniProtKB Gene Name;Acc:A0A8I3MI31],ENSCAFG00845000532
106559556,ZNF581,zinc finger protein 581 [Source:UniProtKB Gene Name;Acc:A0A8I3MFS3],ENSCAFG00845000533
,,,ENSCAFG00845000534
,,,ENSCAFG00845000535
,ODF4,outer dense fiber of sperm tails 4 [Source:UniProtKB Gene Name;Acc:A0A8C0LRT2],ENSCAFG00845000536
484118,MTCL3,MTCL family member 3 [Source:HGNC Symbol;Acc:HGNC:21494],ENSCAFG00845000537
610779,CLRN2,clarin 2 [Source:UniProtKB Gene Name;Acc:A0A8C0RBT4],ENSCAFG00845000538
,,,ENSCAFG00845000539
,,,ENSCAFG00845000540
119869861,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845000541
,U1,U1 spliceosomal RNA [Source:RFAM;Acc:RF00003],ENSCAFG00845000542
100688358,ZNF580,zinc finger protein 580 [Source:UniProtKB Gene Name;Acc:A0A8C0M4Z4],ENSCAFG00845000543
610136,RAX,retina and anterior neural fold homeobox [Source:UniProtKB Gene Name;Acc:A0A8I3RP78],ENSCAFG00845000544
,,,ENSCAFG00845000545
479019,TARS3,threonyl-tRNA synthetase 3 [Source:UniProtKB Gene Name;Acc:A0A8I3RQX5],ENSCAFG00845000546
612699,RGS9BP,regulator of G protein signaling 9 binding protein [Source:UniProtKB Gene Name;Acc:A0A8I3MKZ0],ENSCAFG00845000547
,,,ENSCAFG00845000548
119871376,U4,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],ENSCAFG00845000549
100683170,MESP2,mesoderm posterior bHLH transcription factor 2 [Source:UniProtKB Gene Name;Acc:A0A8I3MFU1],ENSCAFG00845000550
,,,ENSCAFG00845000551
,,,ENSCAFG00845000552
479603,UBE4B,ubiquitination factor E4B [Source:UniProtKB Gene Name;Acc:A0A8I3MDG4],ENSCAFG00845000553
119869927,U2,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],ENSCAFG00845000554
478221,FHAD1,forkhead associated phosphopeptide binding domain 1 [Source:UniProtKB Gene Name;Acc:A0A8I3MDE1],ENSCAFG00845000555
,,,ENSCAFG00845000556
,,,ENSCAFG00845000557
,,,ENSCAFG00845000558
119871374,U12,U12 minor spliceosomal RNA [Source:RFAM;Acc:RF00007],ENSCAFG00845000559
484391,NUCB1,nucleobindin 1 [Source:UniProtKB Gene Name;Acc:A0A8I3RP80],ENSCAFG00845000560
100687924,VGF,VGF nerve growth factor inducible [Source:UniProtKB Gene Name;Acc:A0A8C0S9Z6],ENSCAFG00845000561
,,,ENSCAFG00845000562
100688293,ZNF784,zinc finger protein 784 [Source:UniProtKB Gene Name;Acc:A0A8I3MGK3],ENSCAFG00845000563
612987,BOD1,biorientation of chromosomes in cell division 1 [Source:UniProtKB Gene Name;Acc:A0A8I3MW75],ENSCAFG00845000564
,U2,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],ENSCAFG00845000565
,,,ENSCAFG00845000566
119871328,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845000567
612623,SYNE4,alkB homolog 6 [Source:UniProtKB Gene Name;Acc:A0A8C0MP95],ENSCAFG00845000568
489373,HMBS,hydroxymethylbilane synthase [Source:UniProtKB Gene Name;Acc:A0A8I3MGQ3],ENSCAFG00845000569
610154,GRP,gastrin releasing peptide [Source:UniProtKB Gene Name;Acc:P08989],ENSCAFG00845000570
,,,ENSCAFG00845000571
488972,SPRTN,SprT-like N-terminal domain [Source:UniProtKB Gene Name;Acc:A0A8I3MAY5],ENSCAFG00845000572
612435,CEACAM1,CEA cell adhesion molecule 1 [Source:NCBI gene (formerly Entrezgene);Acc:612435],ENSCAFG00845000573
119871394,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845000574
100688858,,,ENSCAFG00845000575
106557515,ZNF865,zinc finger protein 865 [Source:UniProtKB Gene Name;Acc:A0A8C0QPX0],ENSCAFG00845000576
100684391,ZNF584,zinc finger protein 584 [Source:UniProtKB Gene Name;Acc:A0A8I3MDJ7],ENSCAFG00845000577
100682842,KRBA2,KRAB-A domain containing 2 [Source:UniProtKB Gene Name;Acc:A0A8I3MWB3],ENSCAFG00845000578
100688000,AP1S1,adaptor related protein complex 1 subunit sigma 1 [Source:UniProtKB Gene Name;Acc:A0A8C0P5V2],ENSCAFG00845000579
489964,ARHGAP17,Rho GTPase activating protein 17 [Source:UniProtKB Gene Name;Acc:A0A8I3RP97],ENSCAFG00845000580
484392,TULP2,TUB like protein 2 [Source:UniProtKB Gene Name;Acc:A0A8I3MBX2],ENSCAFG00845000581
,,,ENSCAFG00845000582
,,,ENSCAFG00845000583
119870537,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845000584
100687132,ZNF524,zinc finger protein 524 [Source:UniProtKB Gene Name;Acc:A0A8I3MI77],ENSCAFG00845000585
404003,SEC11C,"SEC11 homolog C, signal peptidase complex subunit [Source:VGNC Symbol;Acc:VGNC:45961]",ENSCAFG00845000586
479459,,,ENSCAFG00845000587
119871664,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845000588
484603,ANKRD27,ankyrin repeat domain 27 [Source:UniProtKB Gene Name;Acc:A0A8I3RQX9],ENSCAFG00845000589
483930,ZNF516,zinc finger protein 516 [Source:UniProtKB Gene Name;Acc:A0A8C0LYJ9],ENSCAFG00845000590
119871384,U4,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],ENSCAFG00845000591
100684457,RNF225,ring finger protein 225 [Source:UniProtKB Gene Name;Acc:A0A8C0PYW7],ENSCAFG00845000592
,,,ENSCAFG00845000593
,,,ENSCAFG00845000594
489235,SPEF2,sperm flagellar 2 [Source:UniProtKB Gene Name;Acc:A0A8I3MEV1],ENSCAFG00845000595
111098306,KIAA0408,KIAA0408 [Source:UniProtKB Gene Name;Acc:A0A8I3MFZ4],ENSCAFG00845000596
100856606,FIZ1,FLT3 interacting zinc finger 1 [Source:UniProtKB Gene Name;Acc:A0A8P0STK3],ENSCAFG00845000597
,,,ENSCAFG00845000598
476419,PPP1R15A,protein phosphatase 1 regulatory subunit 15A [Source:UniProtKB Gene Name;Acc:A0A8I3MI88],ENSCAFG00845000599
